,Year,State,Unemployement,County
6668,2010,OHIO,7.2,DELAWARE 
6669,2010,OHIO,11.3,ERIE 
6670,2010,OHIO,9.2,FAIRFIELD 
6671,2010,OHIO,13.1,FAYETTE 
6672,2010,OHIO,8.9,FRANKLIN 
6673,2010,OHIO,11.8,FULTON 
6674,2010,OHIO,11.8,GALLIA 
6675,2010,OHIO,6.9,GEAUGA 
6676,2010,OHIO,9.5,GREENE 
6677,2010,OHIO,12.7,GUERNSEY 
6678,2010,OHIO,9.9,HAMILTON 
6679,2010,OHIO,9.1,HANCOCK 
6680,2010,OHIO,11.2,HARDIN 
6681,2010,OHIO,12.5,HARRISON 
6682,2010,OHIO,13.1,HENRY 
6683,2010,OHIO,17.3,HIGHLAND 
6684,2010,OHIO,11.7,HOCKING 
6685,2010,OHIO,7.6,HOLMES 
6686,2010,OHIO,13.2,HURON 
6687,2010,OHIO,12.5,JACKSON 
6688,2010,OHIO,14.5,JEFFERSON 
6689,2010,OHIO,9.7,KNOX 
6690,2010,OHIO,7.9,LAKE 
6691,2010,OHIO,10.3,LAWRENCE 
6692,2010,OHIO,9.6,LICKING 
6693,2010,OHIO,11.8,LOGAN 
6694,2010,OHIO,9.1,LORAIN 
6695,2010,OHIO,11.5,LUCAS 
6696,2010,OHIO,9.0,MADISON 
6697,2010,OHIO,11.7,MAHONING 
6698,2010,OHIO,11.0,MARION 
6699,2010,OHIO,7.4,MEDINA 
6700,2010,OHIO,14.6,MEIGS 
6701,2010,OHIO,8.5,MERCER 
6702,2010,OHIO,11.1,MIAMI 
6703,2010,OHIO,12.2,MONROE 
6704,2010,OHIO,11.4,MONTGOMERY 
6705,2010,OHIO,13.3,MORGAN 
6706,2010,OHIO,11.4,MORROW 
6707,2010,OHIO,12.6,MUSKINGUM 
6708,2010,OHIO,16.0,NOBLE 
6709,2010,OHIO,12.3,OTTAWA 
6710,2010,OHIO,12.6,PAULDING 
6711,2010,OHIO,13.4,PERRY 
6712,2010,OHIO,10.6,PICKAWAY 
6713,2010,OHIO,14.8,PIKE 
6714,2010,OHIO,10.3,PORTAGE 
6715,2010,OHIO,11.0,PREBLE 
6716,2010,OHIO,9.3,PUTNAM 
6717,2010,OHIO,12.1,RICHLAND 
6718,2010,OHIO,11.9,ROSS 
6719,2010,OHIO,10.8,SANDUSKY 
6720,2010,OHIO,13.3,SCIOTO 
6721,2010,OHIO,11.9,SENECA 
6722,2010,OHIO,12.4,SHELBY 
6723,2010,OHIO,11.3,STARK 
6724,2010,OHIO,10.6,SUMMIT 
6725,2010,OHIO,13.2,TRUMBULL 
6726,2010,OHIO,11.2,TUSCARAWAS 
6727,2010,OHIO,8.4,UNION 
6728,2010,OHIO,12.1,VAN WERT 
6729,2010,OHIO,13.5,VINTON 
6730,2010,OHIO,9.0,WARREN 
6731,2010,OHIO,11.4,WASHINGTON 
6732,2010,OHIO,9.3,WAYNE 
6733,2010,OHIO,13.2,WILLIAMS 
6734,2010,OHIO,9.9,WOOD 
6735,2010,OHIO,11.1,WYANDOT 
6736,2010,OKLAHOMA,10.5,ADAIR 
6737,2010,OKLAHOMA,4.9,ALFALFA 
6738,2010,OKLAHOMA,10.0,ATOKA 
6739,2010,OKLAHOMA,4.0,BEAVER 
6740,2010,OKLAHOMA,5.8,BECKHAM 
6741,2010,OKLAHOMA,6.4,BLAINE 
6742,2010,OKLAHOMA,6.2,BRYAN 
6743,2010,OKLAHOMA,6.9,ADDO 
6744,2010,OKLAHOMA,5.2,ANADIAN 
6745,2010,OKLAHOMA,7.1,ARTER 
6746,2010,OKLAHOMA,7.7,HEROKEE 
6747,2010,OKLAHOMA,9.1,HOCTAW 
6748,2010,OKLAHOMA,3.5,IMARRON 
6749,2010,OKLAHOMA,5.3,LEVELAND 
6750,2010,OKLAHOMA,9.1,AL 
6751,2010,OKLAHOMA,5.8,MANCHE 
6752,2010,OKLAHOMA,6.7, 
6753,2010,OKLAHOMA,6.7,RAIG 
6754,2010,OKLAHOMA,8.6,REEK 
6755,2010,OKLAHOMA,5.2,STER 
6756,2010,OKLAHOMA,8.0,DELAWARE 
6757,2010,OKLAHOMA,5.2,DEWEY 
6758,2010,OKLAHOMA,5.3,ELLIS 
6759,2010,OKLAHOMA,5.5,GARFIELD 
6760,2010,OKLAHOMA,7.5,GARVIN 
6761,2010,OKLAHOMA,6.5,GRADY 
6762,2010,OKLAHOMA,4.5,GRANT 
6763,2010,OKLAHOMA,7.7,GREER 
6764,2010,OKLAHOMA,5.9,HARMON 
6765,2010,OKLAHOMA,4.5,HARPER 
6766,2010,OKLAHOMA,9.8,HASKELL 
6767,2010,OKLAHOMA,10.9,HUGHES 
6768,2010,OKLAHOMA,5.9,JACKSON 
6769,2010,OKLAHOMA,7.5,JEFFERSON 
6770,2010,OKLAHOMA,10.4,JOHNSTON 
6771,2010,OKLAHOMA,9.2,KAY 
6772,2010,OKLAHOMA,5.1,KINGFISHER 
6773,2010,OKLAHOMA,6.0,KIOWA 
6774,2010,OKLAHOMA,10.0,LATIMER 
6775,2010,OKLAHOMA,9.4,LE FLORE 
6776,2010,OKLAHOMA,6.5,LINCOLN 
6777,2010,OKLAHOMA,5.7,LOGAN 
6778,2010,OKLAHOMA,5.7,LOVE 
6779,2010,OKLAHOMA,5.0,MAJOR 
6780,2010,OKLAHOMA,7.2,MARSHALL 
6781,2010,OKLAHOMA,8.8,MAYES 
6782,2010,OKLAHOMA,5.6,MCCLAIN 
6783,2010,OKLAHOMA,11.4,MCCURTAIN 
6784,2010,OKLAHOMA,11.0,MCINTOSH 
6785,2010,OKLAHOMA,6.2,MURRAY 
6786,2010,OKLAHOMA,8.2,MUSKOGEE 
6787,2010,OKLAHOMA,6.8,NOBLE 
6788,2010,OKLAHOMA,9.3,NOWATA 
6789,2010,OKLAHOMA,9.8,OKFUSKEE 
6790,2010,OKLAHOMA,6.1,OKLAHOMA 
6791,2010,OKLAHOMA,9.8,OKMULGEE 
6792,2010,OKLAHOMA,7.8,OSAGE 
6793,2010,OKLAHOMA,8.1,OTTAWA 
6794,2010,OKLAHOMA,9.1,PAWNEE 
6795,2010,OKLAHOMA,5.7,PAYNE 
6796,2010,OKLAHOMA,8.2,PITTSBURG 
6797,2010,OKLAHOMA,6.2,PONTOTOC 
6798,2010,OKLAHOMA,6.9,POTTAWATOMIE 
6799,2010,OKLAHOMA,9.8,PUSHMATAHA 
6800,2010,OKLAHOMA,4.6,ROGER MILLS 
6801,2010,OKLAHOMA,6.9,ROGERS 
6802,2010,OKLAHOMA,9.6,SEMINOLE 
6803,2010,OKLAHOMA,9.6,SEQUOYAH 
6804,2010,OKLAHOMA,7.8,STEPHENS 
6805,2010,OKLAHOMA,4.9,TEXAS 
6806,2010,OKLAHOMA,6.2,TILLMAN 
6807,2010,OKLAHOMA,7.0,TULSA 
6808,2010,OKLAHOMA,6.8,WAGONER 
6809,2010,OKLAHOMA,6.7,WASHINGTON 
6810,2010,OKLAHOMA,6.1,WASHITA 
6811,2010,OKLAHOMA,4.2,WOODS 
6812,2010,OKLAHOMA,6.9,WOODWARD 
6813,2010,OREGON,10.3,BAKER 
6814,2010,OREGON,7.1,BENTON 
6815,2010,OREGON,10.1,LACKAMAS 
6816,2010,OREGON,10.0,LATSOP 
6817,2010,OREGON,12.9,LUMBIA 
6818,2010,OREGON,12.7,S 
6819,2010,OREGON,15.9,ROOK 
6820,2010,OREGON,12.6,RRY 
6821,2010,OREGON,13.8,DESCHUTES 
6822,2010,OREGON,14.0,DOUGLAS 
6823,2010,OREGON,9.0,GILLIAM 
6824,2010,OREGON,13.7,GRANT 
6825,2010,OREGON,14.2,HARNEY 
6826,2010,OREGON,8.3,HOOD RIVER 
6827,2010,OREGON,12.5,JACKSON 
6828,2010,OREGON,13.7,JEFFERSON 
6829,2010,OREGON,14.0,JOSEPHINE 
6830,2010,OREGON,12.9,KLAMATH 
6831,2010,OREGON,13.5,LAKE 
6832,2010,OREGON,11.0,LANE 
6833,2010,OREGON,11.0,LINCOLN 
6834,2010,OREGON,12.8,LINN 
6835,2010,OREGON,9.7,MALHEUR 
6836,2010,OREGON,11.2,MARION 
6837,2010,OREGON,9.3,MORROW 
6838,2010,OREGON,9.6,MULTNOMAH 
6839,2010,OREGON,9.7,POLK 
6840,2010,OREGON,11.7,SHERMAN 
6841,2010,OREGON,10.5,TILLAMOOK 
6842,2010,OREGON,10.3,UMATILLA 
6843,2010,OREGON,10.3,UNION 
6844,2010,OREGON,12.9,WALLOWA 
6845,2010,OREGON,9.6,WASCO 
6846,2010,OREGON,9.0,WASHINGTON 
6847,2010,OREGON,9.5,WHEELER 
6848,2010,OREGON,10.4,YAMHILL 
6849,2010,PENNSYLVANIA,7.7,ADAMS 
6850,2010,PENNSYLVANIA,7.6,ALLEGHENY 
6851,2010,PENNSYLVANIA,9.1,ARMSTRONG 
6852,2010,PENNSYLVANIA,8.6,BEAVER 
6853,2010,PENNSYLVANIA,10.1,BEDFORD 
6854,2010,PENNSYLVANIA,8.7,BERKS 
6855,2010,PENNSYLVANIA,8.0,BLAIR 
6856,2010,PENNSYLVANIA,7.2,BRADFORD 
6857,2010,PENNSYLVANIA,7.6,BUCKS 
6858,2010,PENNSYLVANIA,7.4,BUTLER 
6859,2010,PENNSYLVANIA,9.4,AMBRIA 
6860,2010,PENNSYLVANIA,12.6,AMERON 
6861,2010,PENNSYLVANIA,10.6,ARBON 
6862,2010,PENNSYLVANIA,5.9,ENTRE 
6863,2010,PENNSYLVANIA,6.2,HESTER 
6864,2010,PENNSYLVANIA,10.2,LARION 
6865,2010,PENNSYLVANIA,10.4,LEARFIELD 
6866,2010,PENNSYLVANIA,9.4,LINTON 
6867,2010,PENNSYLVANIA,9.3,LUMBIA 
6868,2010,PENNSYLVANIA,9.5,RAWFORD 
6869,2010,PENNSYLVANIA,6.8,MBERLAND 
6870,2010,PENNSYLVANIA,8.0,DAUPHIN 
6871,2010,PENNSYLVANIA,8.0,DELAWARE 
6872,2010,PENNSYLVANIA,9.7,ELK 
6873,2010,PENNSYLVANIA,9.3,ERIE 
6874,2010,PENNSYLVANIA,10.7,FAYETTE 
6875,2010,PENNSYLVANIA,11.3,FOREST 
6876,2010,PENNSYLVANIA,8.5,FRANKLIN 
6877,2010,PENNSYLVANIA,12.3,FULTON 
6878,2010,PENNSYLVANIA,8.4,GREENE 
6879,2010,PENNSYLVANIA,10.7,HUNTINGDON 
6880,2010,PENNSYLVANIA,8.7,INDIANA 
6881,2010,PENNSYLVANIA,10.1,JEFFERSON 
6882,2010,PENNSYLVANIA,8.0,JUNIATA 
6883,2010,PENNSYLVANIA,9.0,LACKAWANNA 
6884,2010,PENNSYLVANIA,7.5,LANCASTER 
6885,2010,PENNSYLVANIA,9.2,LAWRENCE 
6886,2010,PENNSYLVANIA,7.5,LEBANON 
6887,2010,PENNSYLVANIA,9.2,LEHIGH 
6888,2010,PENNSYLVANIA,10.0,LUZERNE 
6889,2010,PENNSYLVANIA,8.9,LYCOMING 
6890,2010,PENNSYLVANIA,10.1,MC KEAN 
6891,2010,PENNSYLVANIA,9.5,MERCER 
6892,2010,PENNSYLVANIA,10.2,MIFFLIN 
6893,2010,PENNSYLVANIA,9.7,MONROE 
6894,2010,PENNSYLVANIA,6.9,MONTGOMERY 
6895,2010,PENNSYLVANIA,6.7,MONTOUR 
6896,2010,PENNSYLVANIA,8.8,NORTHAMPTON 
6897,2010,PENNSYLVANIA,9.9,NORTHUMBERLAND 
6898,2010,PENNSYLVANIA,8.1,PERRY 
6899,2010,PENNSYLVANIA,10.6,PHILADELPHIA 
6900,2010,PENNSYLVANIA,9.7,PIKE 
6901,2010,PENNSYLVANIA,10.4,POTTER 
6902,2010,PENNSYLVANIA,10.6,SCHUYLKILL 
6903,2010,PENNSYLVANIA,8.4,SNYDER 
6904,2010,PENNSYLVANIA,9.6,SOMERSET 
6905,2010,PENNSYLVANIA,8.0,SULLIVAN 
6906,2010,PENNSYLVANIA,8.7,SUSQUEHANNA 
6907,2010,PENNSYLVANIA,8.3,TIOGA 
6908,2010,PENNSYLVANIA,7.7,UNION 
6909,2010,PENNSYLVANIA,8.5,VENANGO 
6910,2010,PENNSYLVANIA,8.3,WARREN 
6911,2010,PENNSYLVANIA,8.1,WASHINGTON 
6912,2010,PENNSYLVANIA,8.1,WAYNE 
6913,2010,PENNSYLVANIA,8.2,WESTMORELAND 
6914,2010,PENNSYLVANIA,8.8,WYOMING 
6915,2010,PENNSYLVANIA,8.4,YORK 
6916,2010,RHODE ISLAND,9.6,BRISTOL 
6917,2010,RHODE ISLAND,11.1,KENT 
6918,2010,RHODE ISLAND,9.7,NEWPORT 
6919,2010,RHODE ISLAND,11.9,PROVIDENCE 
6920,2010,RHODE ISLAND,9.9,WASHINGTON 
6921,2010,SOUTH CAROLINA,13.6,ABBEVILLE 
6922,2010,SOUTH CAROLINA,9.3,AIKEN 
6923,2010,SOUTH CAROLINA,19.1,ALLENDALE 
6924,2010,SOUTH CAROLINA,11.6,ANDERSON 
6925,2010,SOUTH CAROLINA,16.1,BAMBERG 
6926,2010,SOUTH CAROLINA,16.6,BARNWELL 
6927,2010,SOUTH CAROLINA,8.7,BEAUFORT 
6928,2010,SOUTH CAROLINA,10.0,BERKELEY 
6929,2010,SOUTH CAROLINA,12.3,ALHOUN 
6930,2010,SOUTH CAROLINA,8.8,HARLESTON 
6931,2010,SOUTH CAROLINA,15.7,HEROKEE 
6932,2010,SOUTH CAROLINA,19.3,HESTER 
6933,2010,SOUTH CAROLINA,14.4,HESTERFIELD 
6934,2010,SOUTH CAROLINA,14.0,LARENDON 
6935,2010,SOUTH CAROLINA,13.8,LLETON 
6936,2010,SOUTH CAROLINA,13.2,DARLINGTON 
6937,2010,SOUTH CAROLINA,15.9,DILLON 
6938,2010,SOUTH CAROLINA,9.5,DORCHESTER 
6939,2010,SOUTH CAROLINA,9.9,EDGEFIELD 
6940,2010,SOUTH CAROLINA,14.6,FAIRFIELD 
6941,2010,SOUTH CAROLINA,11.3,FLORENCE 
6942,2010,SOUTH CAROLINA,14.5,GEORGETOWN 
6943,2010,SOUTH CAROLINA,9.6,GREENVILLE 
6944,2010,SOUTH CAROLINA,11.9,GREENWOOD 
6945,2010,SOUTH CAROLINA,12.8,HAMPTON 
6946,2010,SOUTH CAROLINA,12.3,HORRY 
6947,2010,SOUTH CAROLINA,9.8,JASPER 
6948,2010,SOUTH CAROLINA,11.5,KERSHAW 
6949,2010,SOUTH CAROLINA,14.7,LANCASTER 
6950,2010,SOUTH CAROLINA,12.3,LAURENS 
6951,2010,SOUTH CAROLINA,16.2,LEE 
6952,2010,SOUTH CAROLINA,8.2,LEXINGTON 
6953,2010,SOUTH CAROLINA,18.3,MARION 
6954,2010,SOUTH CAROLINA,21.2,MARLBORO 
6955,2010,SOUTH CAROLINA,14.0,MCCORMICK 
6956,2010,SOUTH CAROLINA,10.8,NEWBERRY 
6957,2010,SOUTH CAROLINA,11.4,OCONEE 
6958,2010,SOUTH CAROLINA,15.9,ORANGEBURG 
6959,2010,SOUTH CAROLINA,10.9,PICKENS 
6960,2010,SOUTH CAROLINA,9.4,RICHLAND 
6961,2010,SOUTH CAROLINA,10.0,SALUDA 
6962,2010,SOUTH CAROLINA,11.8,SPARTANBURG 
6963,2010,SOUTH CAROLINA,12.5,SUMTER 
6964,2010,SOUTH CAROLINA,17.7,UNION 
6965,2010,SOUTH CAROLINA,17.2,WILLIAMSBURG 
6966,2010,SOUTH CAROLINA,12.1,YORK 
6967,2010,SOUTH DAKOTA,3.5,AURORA 
6968,2010,SOUTH DAKOTA,4.2,BEADLE 
6969,2010,SOUTH DAKOTA,7.2,BENNETT 
6970,2010,SOUTH DAKOTA,4.2,BON HOMME 
6971,2010,SOUTH DAKOTA,4.7,BROOKINGS 
6972,2010,SOUTH DAKOTA,3.8,BROWN 
6973,2010,SOUTH DAKOTA,3.7,BRULE 
6974,2010,SOUTH DAKOTA,11.3,BUFFALO 
6975,2010,SOUTH DAKOTA,5.1,BUTTE 
6976,2010,SOUTH DAKOTA,4.3,AMPBELL 
6977,2010,SOUTH DAKOTA,4.9,HARLES MIX 
6978,2010,SOUTH DAKOTA,5.2,LARK 
6979,2010,SOUTH DAKOTA,4.2,LAY 
6980,2010,SOUTH DAKOTA,5.2,DINGTON 
6981,2010,SOUTH DAKOTA,6.9,RSON 
6982,2010,SOUTH DAKOTA,5.8,STER 
6983,2010,SOUTH DAKOTA,4.4,DAVISON 
6984,2010,SOUTH DAKOTA,6.7,DAY 
6985,2010,SOUTH DAKOTA,6.7,DEUEL 
6986,2010,SOUTH DAKOTA,14.9,DEWEY 
6987,2010,SOUTH DAKOTA,4.4,DOUGLAS 
6988,2010,SOUTH DAKOTA,3.1,EDMUNDS 
6989,2010,SOUTH DAKOTA,6.2,FALL RIVER 
6990,2010,SOUTH DAKOTA,3.9,FAULK 
6991,2010,SOUTH DAKOTA,4.7,GRANT 
6992,2010,SOUTH DAKOTA,4.4,GREGORY 
6993,2010,SOUTH DAKOTA,3.4,HAAKON 
6994,2010,SOUTH DAKOTA,5.0,HAMLIN 
6995,2010,SOUTH DAKOTA,3.3,HAND 
6996,2010,SOUTH DAKOTA,5.3,HANSON 
6997,2010,SOUTH DAKOTA,3.5,HARDING 
6998,2010,SOUTH DAKOTA,3.5,HUGHES 
6999,2010,SOUTH DAKOTA,4.0,HUTCHINSON 
7000,2010,SOUTH DAKOTA,3.8,HYDE 
7001,2010,SOUTH DAKOTA,6.8,JACKSON 
7002,2010,SOUTH DAKOTA,3.7,JERAULD 
7003,2010,SOUTH DAKOTA,3.0,JONES 
7004,2010,SOUTH DAKOTA,5.4,KINGSBURY 
7005,2010,SOUTH DAKOTA,5.7,LAKE 
7006,2010,SOUTH DAKOTA,4.7,LAWRENCE 
7007,2010,SOUTH DAKOTA,3.9,LINCOLN 
7008,2010,SOUTH DAKOTA,6.5,LYMAN 
7009,2010,SOUTH DAKOTA,5.4,MARSHALL 
7010,2010,SOUTH DAKOTA,4.9,MCCOOK 
7011,2010,SOUTH DAKOTA,4.9,MCPHERSON 
7012,2010,SOUTH DAKOTA,5.3,MEADE 
7013,2010,SOUTH DAKOTA,6.3,MELLETTE 
7014,2010,SOUTH DAKOTA,5.0,MINER 
7015,2010,SOUTH DAKOTA,5.0,MINNEHAHA 
7016,2010,SOUTH DAKOTA,7.0,MOODY 
7017,2010,SOUTH DAKOTA,5.2,PENNINGTON 
7018,2010,SOUTH DAKOTA,4.2,PERKINS 
7019,2010,SOUTH DAKOTA,4.9,POTTER 
7020,2010,SOUTH DAKOTA,5.8,ROBERTS 
7021,2010,SOUTH DAKOTA,4.2,SANBORN 
7022,2010,SOUTH DAKOTA,12.9,SHANNON 
7023,2010,SOUTH DAKOTA,3.8,SPINK 
7024,2010,SOUTH DAKOTA,3.8,STANLEY 
7025,2010,SOUTH DAKOTA,3.6,SULLY 
7026,2010,SOUTH DAKOTA,7.6,TODD 
7027,2010,SOUTH DAKOTA,3.6,TRIPP 
7028,2010,SOUTH DAKOTA,4.6,TURNER 
7029,2010,SOUTH DAKOTA,5.8,UNION 
7030,2010,SOUTH DAKOTA,6.9,WALWORTH 
7031,2010,SOUTH DAKOTA,4.9,YANKTON 
7032,2010,SOUTH DAKOTA,5.8,ZIEBACH 
7033,2010,TENNESSEE,9.3,ANDERSON 
7034,2010,TENNESSEE,12.6,BEDFORD 
7035,2010,TENNESSEE,12.3,BENTON 
7036,2010,TENNESSEE,13.2,BLEDSOE 
7037,2010,TENNESSEE,9.1,BLOUNT 
7038,2010,TENNESSEE,9.4,BRADLEY 
7039,2010,TENNESSEE,12.5,AMPBELL 
7040,2010,TENNESSEE,11.1,ANNON 
7041,2010,TENNESSEE,14.6,ARROLL 
7042,2010,TENNESSEE,10.9,ARTER 
7043,2010,TENNESSEE,9.0,HEATHAM 
7044,2010,TENNESSEE,10.0,HESTER 
7045,2010,TENNESSEE,10.8,LAIBORNE 
7046,2010,TENNESSEE,12.1,LAY 
7047,2010,TENNESSEE,13.6,CKE 
7048,2010,TENNESSEE,10.8,FFEE 
7049,2010,TENNESSEE,11.6,ROCKETT 
7050,2010,TENNESSEE,10.7,MBERLAND 
7051,2010,TENNESSEE,8.2,DAVIDSON 
7052,2010,TENNESSEE,13.1,DECATUR 
7053,2010,TENNESSEE,11.7,DEKALB 
7054,2010,TENNESSEE,10.2,DICKSON 
7055,2010,TENNESSEE,12.1,DYER 
7056,2010,TENNESSEE,9.9,FAYETTE 
7057,2010,TENNESSEE,12.4,FENTRESS 
7058,2010,TENNESSEE,10.1,FRANKLIN 
7059,2010,TENNESSEE,12.0,GIBSON 
7060,2010,TENNESSEE,12.1,GILES 
7061,2010,TENNESSEE,12.7,GRAINGER 
7062,2010,TENNESSEE,12.8,GREENE 
7063,2010,TENNESSEE,12.6,GRUNDY 
7064,2010,TENNESSEE,11.6,HAMBLEN 
7065,2010,TENNESSEE,8.3,HAMILTON 
7066,2010,TENNESSEE,15.8,HANCOCK 
7067,2010,TENNESSEE,13.2,HARDEMAN 
7068,2010,TENNESSEE,12.0,HARDIN 
7069,2010,TENNESSEE,10.9,HAWKINS 
7070,2010,TENNESSEE,15.6,HAYWOOD 
7071,2010,TENNESSEE,14.3,HENDERSON 
7072,2010,TENNESSEE,11.4,HENRY 
7073,2010,TENNESSEE,11.1,HICKMAN 
7074,2010,TENNESSEE,12.0,HOUSTON 
7075,2010,TENNESSEE,11.2,HUMPHREYS 
7076,2010,TENNESSEE,12.6,JACKSON 
7077,2010,TENNESSEE,11.5,JEFFERSON 
7078,2010,TENNESSEE,12.8,JOHNSON 
7079,2010,TENNESSEE,7.4,KNOX 
7080,2010,TENNESSEE,11.1,LAKE 
7081,2010,TENNESSEE,14.2,LAUDERDALE 
7082,2010,TENNESSEE,12.3,LAWRENCE 
7083,2010,TENNESSEE,15.0,LEWIS 
7084,2010,TENNESSEE,7.2,LINCOLN 
7085,2010,TENNESSEE,9.3,LOUDON 
7086,2010,TENNESSEE,11.2,MACON 
7087,2010,TENNESSEE,10.0,MADISON 
7088,2010,TENNESSEE,11.1,MARION 
7089,2010,TENNESSEE,14.0,MARSHALL 
7090,2010,TENNESSEE,12.3,MAURY 
7091,2010,TENNESSEE,12.5,MCMINN 
7092,2010,TENNESSEE,12.8,MCNAIRY 
7093,2010,TENNESSEE,13.1,MEIGS 
7094,2010,TENNESSEE,12.7,MONROE 
7095,2010,TENNESSEE,8.5,MONTGOMERY 
7096,2010,TENNESSEE,7.9,MOORE 
7097,2010,TENNESSEE,11.4,MORGAN 
7098,2010,TENNESSEE,9.6,OBION 
7099,2010,TENNESSEE,10.7,OVERTON 
7100,2010,TENNESSEE,13.5,PERRY 
7101,2010,TENNESSEE,11.1,PICKETT 
7102,2010,TENNESSEE,11.2,POLK 
7103,2010,TENNESSEE,9.4,PUTNAM 
7104,2010,TENNESSEE,12.3,RHEA 
7105,2010,TENNESSEE,9.2,ROANE 
7106,2010,TENNESSEE,9.2,ROBERTSON 
7107,2010,TENNESSEE,8.9,RUTHERFORD 
7108,2010,TENNESSEE,17.0,SCOTT 
7109,2010,TENNESSEE,12.1,SEQUATCHIE 
7110,2010,TENNESSEE,10.4,SEVIER 
7111,2010,TENNESSEE,9.8,SHELBY 
7112,2010,TENNESSEE,12.3,SMITH 
7113,2010,TENNESSEE,12.4,STEWART 
7114,2010,TENNESSEE,9.0,SULLIVAN 
7115,2010,TENNESSEE,8.9,SUMNER 
7116,2010,TENNESSEE,11.3,TIPTON 
7117,2010,TENNESSEE,10.8,TROUSDALE 
7118,2010,TENNESSEE,11.9,UNICOI 
7119,2010,TENNESSEE,10.8,UNION 
7120,2010,TENNESSEE,13.2,VAN BUREN 
7121,2010,TENNESSEE,10.9,WARREN 
7122,2010,TENNESSEE,8.7,WASHINGTON 
7123,2010,TENNESSEE,11.4,WAYNE 
7124,2010,TENNESSEE,11.0,WEAKLEY 
7125,2010,TENNESSEE,10.5,WHITE 
7126,2010,TENNESSEE,6.6,WILLIAMSON 
7127,2010,TENNESSEE,8.4,WILSON 
7128,2010,TEXAS,8.1,ANDERSON 
7129,2010,TEXAS,6.2,ANDREWS 
7130,2010,TEXAS,8.5,ANGELINA 
7131,2010,TEXAS,9.2,ARANSAS 
7132,2010,TEXAS,6.7,ARCHER 
7133,2010,TEXAS,4.9,ARMSTRONG 
7134,2010,TEXAS,8.2,ATASCOSA 
7135,2010,TEXAS,8.0,AUSTIN 
7136,2010,TEXAS,7.9,BAILEY 
7137,2010,TEXAS,7.8,BANDERA 
7138,2010,TEXAS,8.2,BASTROP 
7139,2010,TEXAS,7.0,BAYLOR 
7140,2010,TEXAS,8.9,BEE 
7141,2010,TEXAS,7.7,BELL 
7142,2010,TEXAS,7.3,BEXAR 
7143,2010,TEXAS,6.0,BLANCO 
7144,2010,TEXAS,6.4,BORDEN 
7145,2010,TEXAS,8.8,BOSQUE 
7146,2010,TEXAS,8.4,BOWIE 
7147,2010,TEXAS,8.5,BRAZORIA 
7148,2010,TEXAS,6.3,BRAZOS 
7149,2010,TEXAS,5.5,BREWSTER 
7150,2010,TEXAS,6.1,BRISCOE 
7151,2010,TEXAS,12.0,BROOKS 
7152,2010,TEXAS,8.2,BROWN 
7153,2010,TEXAS,7.9,BURLESON 
7154,2010,TEXAS,6.8,BURNET 
7155,2010,TEXAS,8.6,ALDWELL 
7156,2010,TEXAS,8.8,ALHOUN 
7157,2010,TEXAS,7.3,ALLAHAN 
7158,2010,TEXAS,11.2,AMERON 
7159,2010,TEXAS,9.1,AMP 
7160,2010,TEXAS,5.4,ARSON 
7161,2010,TEXAS,11.2,ASS 
7162,2010,TEXAS,5.4,ASTRO 
7163,2010,TEXAS,9.7,HAMBERS 
7164,2010,TEXAS,8.8,HEROKEE 
7165,2010,TEXAS,5.6,HILDRESS 
7166,2010,TEXAS,7.5,LAY 
7167,2010,TEXAS,8.1,CHRAN 
7168,2010,TEXAS,6.1,KE 
7169,2010,TEXAS,9.1,LEMAN 
7170,2010,TEXAS,7.2,LLIN 
7171,2010,TEXAS,5.6,LLINGSWORTH 
7172,2010,TEXAS,8.1,LORADO 
7173,2010,TEXAS,7.0,MAL 
7174,2010,TEXAS,7.6,MANCHE 
7175,2010,TEXAS,5.7,CHO 
7176,2010,TEXAS,7.3,KE 
7177,2010,TEXAS,7.5,RYELL 
7178,2010,TEXAS,7.0,LE 
7179,2010,TEXAS,7.6,RANE 
7180,2010,TEXAS,8.5,ROCKETT 
7181,2010,TEXAS,8.0,ROSBY 
7182,2010,TEXAS,7.1,LBERSON 
7183,2010,TEXAS,5.3,DALLAM 
7184,2010,TEXAS,8.6,DALLAS 
7185,2010,TEXAS,7.7,DAWSON 
7186,2010,TEXAS,5.8,DEAF SMITH 
7187,2010,TEXAS,7.9,DELTA 
7188,2010,TEXAS,7.1,DENTON 
7189,2010,TEXAS,7.8,DEWITT 
7190,2010,TEXAS,11.3,DICKENS 
7191,2010,TEXAS,10.5,DIMMIT 
7192,2010,TEXAS,6.9,DONLEY 
7193,2010,TEXAS,11.6,DUVAL 
7194,2010,TEXAS,8.6,EASTLAND 
7195,2010,TEXAS,8.3,ECTOR 
7196,2010,TEXAS,7.1,EDWARDS 
7197,2010,TEXAS,9.2,EL PASO 
7198,2010,TEXAS,8.0,ELLIS 
7199,2010,TEXAS,6.4,ERATH 
7200,2010,TEXAS,8.5,FALLS 
7201,2010,TEXAS,8.1,FANNIN 
7202,2010,TEXAS,6.1,FAYETTE 
7203,2010,TEXAS,7.0,FISHER 
7204,2010,TEXAS,7.9,FLOYD 
7205,2010,TEXAS,6.6,FOARD 
7206,2010,TEXAS,7.6,FORT BEND 
7207,2010,TEXAS,8.6,FRANKLIN 
7208,2010,TEXAS,8.2,FREESTONE 
